target_lang|closest_lang_0|asp_dist_0|closest_lang_1|asp_dist_1|closest_lang_2|asp_dist_2|closest_lang_3|asp_dist_3|closest_lang_4|asp_dist_4
kut|geb|1.0|msy|1.0|ata|1.0|gai|1.0|byr|0.7532482855711504
kuu|gwi|1.0|dgr|1.0|hye|0.49604718250805735|maz|0.43941405557372015|nas|0.3870339435077389
kuv|alp|1.0|lex|0.7592124542932086|kje|0.7592124542932086|rgu|0.7592124542932086|txq|0.7592124542932086
kuw|kdc|0.6099405172829518|ziw|0.6099405172829518|ngp|0.6099405172829518|ruf|0.6099405172829518|cwe|0.6099405172829518
kux|pjt|0.7748010993815746|klv|0.5153256475917756|tgp|0.5153256475917756|lww|0.5153256475917756|upv|0.5153256475917756
kuy|pjt|0.49211723521815065|fil|0.47369687887792244|nas|0.4434025415712637|agg|0.4374520400810873|kmu|0.4338417127007691
kuz|mca|0.6713194811161051|ttc|0.6713194811161051|agu|0.6713194811161051|usp|0.6713194811161051|acr|0.6713194811161051
kva|mdy|0.4975324567885395|mgh|0.49296700006633243|loz|0.49296700006633243|mop|0.4613057320210461|lac|0.4613057320210461
kvb|zlm|1.0|mxq|0.710962179710979|mco|0.710962179710979|mqj|0.7099984579745958|ptu|0.7099984579745958
kvc|mee|1.0|met|1.0|apr|1.0|tbc|1.0|mbh|1.0
kvd|bbb|0.6647674803392539|mcq|0.6647674803392539|rug|0.6403864397382493|lbb|0.6403864397382493|rai|0.6403864397382493
kve|mqj|0.8174451090061716|ptu|0.8174451090061716|urt|0.7647633030432935|nnq|0.7395336010992788|rug|0.6973491990874436
kvf|rug|0.7062821075265902|lbb|0.7062821075265902|rai|0.7062821075265902|mqj|0.6849151491519113|ptu|0.6849151491519113
kvg|geb|1.0|msy|1.0|ata|1.0|gai|1.0|byr|0.7532482855711504
kvh|hvn|1.0|nfa|1.0|alp|0.7264446963482544|lex|0.6854634833284348|kje|0.6854634833284348
kvi|rug|0.7062821075265902|lbb|0.7062821075265902|rai|0.7062821075265902|mqj|0.6849151491519113|ptu|0.6849151491519113
kvj|kyq|0.6270313259998863|bjv|0.6270313259998863|mqb|0.572071545281948|mkn|0.5702950069318296|mxq|0.5702950069318296
kvl|hlt|0.661663177540493|cek|0.661663177540493|suz|0.6205730628339219|lao|0.6077300514356396|ycn|0.6044690364590543
kvm|atg|0.6567304213400686|nin|0.65081740234751|mkl|0.6507399793037689|zlm|0.6398032543064471|mqj|0.6297280430174863
kvo|alp|1.0|lex|0.7592124542932086|kje|0.7592124542932086|rgu|0.7592124542932086|txq|0.7592124542932086
kvp|alp|1.0|lex|0.7592124542932086|kje|0.7592124542932086|rgu|0.7592124542932086|txq|0.7592124542932086
kvq|hlt|0.661663177540493|cek|0.661663177540493|suz|0.6205730628339219|lao|0.6077300514356396|ycn|0.6044690364590543
kvr|zlm|1.0|mxq|0.710962179710979|mco|0.710962179710979|mqj|0.7099984579745958|ptu|0.7099984579745958
kvu|hlt|0.661663177540493|cek|0.661663177540493|suz|0.6205730628339219|lao|0.6077300514356396|ycn|0.6044690364590543
kvv|alp|1.0|lex|0.7592124542932086|kje|0.7592124542932086|rgu|0.7592124542932086|txq|0.7592124542932086
kvw|bbb|0.6647674803392539|mcq|0.6647674803392539|rug|0.6403864397382493|lbb|0.6403864397382493|rai|0.6403864397382493
kvx|mjl|0.5761013119394631|kfx|0.5761013119394631|gbk|0.5761013119394631|bhd|0.5761013119394631|dgo|0.5761013119394631
kvy|hlt|0.661663177540493|cek|0.661663177540493|suz|0.6205730628339219|lao|0.6077300514356396|ycn|0.6044690364590543
kvz|bpr|0.6647674803392539|tbl|0.6647674803392539|bps|0.6647674803392539|rug|0.6403864397382493|lbb|0.6403864397382493
kwa|mbj|0.6577725478441352|bqc|0.547003003674679|soy|0.5445708678783967|bba|0.5437749521828155|bus|0.5398355513480616
kwb|kdc|0.6163592200667182|ziw|0.6163592200667182|ngp|0.6163592200667182|ruf|0.6163592200667182|cwe|0.6163592200667182
kwc|kyq|0.6338898907024431|bjv|0.6338898907024431|lin|0.6232519886957439|atg|0.5976820889356966|kyf|0.5855782983262525
kwe|geb|1.0|msy|1.0|ata|1.0|gai|1.0|byr|0.7532482855711504
kwg|kyq|1.0|bjv|1.0|lin|0.6555457792497269|rug|0.6545452182480774|lbb|0.6545452182480774
kwh|alp|1.0|lex|0.7592124542932086|kje|0.7592124542932086|rgu|0.7592124542932086|txq|0.7592124542932086
kwj|klv|0.5413088987863823|tgp|0.5413088987863823|lww|0.5413088987863823|upv|0.5413088987863823|nhe|0.5404278548698309
kwk|suz|0.33257235378341987|jac|0.32773564996184923|mgh|0.32742044539840054|loz|0.32742044539840054|caa|0.3193310587965338
kwl|lug|0.6163966079723975|sus|0.6087095103818603|wmw|0.6077300514356396|cme|0.5970926195432301|kam|0.5966002564249588
kwm|swh|0.6850200224480734|ind|0.5734259182016392|toi|0.5453185372032743|wmw|0.523456901361349|ndj|0.523456901361349
kwn|ncu|0.7183137791065972|ind|0.6353836724703068|wmw|0.6050741943807786|toi|0.5976820889356966|swh|0.5899855023266671
kwo|geb|1.0|msy|1.0|ata|1.0|gai|1.0|byr|0.7532482855711504
kwp|kyf|1.0|ikk|0.6760831176996658|luo|0.6176024935879579|atg|0.6138184173040149|nin|0.6087095103818603
kwr|bpr|0.6647674803392539|tbl|0.6647674803392539|bps|0.6647674803392539|rug|0.6403864397382493|lbb|0.6403864397382493
kws|ndj|0.6050741943807786|ind|0.6015061070301566|hlt|0.5693310984697799|wmw|0.5693310984697799|cek|0.5693310984697799
kwt|geb|1.0|msy|1.0|ata|1.0|gai|1.0|byr|0.7532482855711504
kwu|kdl|0.6296553107770766|sus|0.6086424850640497|spp|0.5980521811736075|lug|0.5884270705036002|knf|0.5884270705036002
kwv|kyq|1.0|bjv|1.0|lin|0.6555457792497269|rug|0.6545452182480774|lbb|0.6545452182480774
kww|djk|1.0|srn|1.0|srm|1.0|tcs|0.8850358820489672|rop|0.8850358820489672
kwx|mjl|0.6232365921715564|kfx|0.6232365921715564|gbk|0.6232365921715564|bhd|0.6232365921715564|dgo|0.6232365921715564
kwy|ndj|0.6993794308489218|rug|0.6973491990874436|lbb|0.6973491990874436|rai|0.6973491990874436|alp|0.6973491990874436
kwz|bbb|0.675489641695562|mcq|0.675489641695562|alp|0.650198287718957|zlm|0.6189861617813246|rug|0.6012425873052178
kxa|bzh|0.6688330136073756|mee|0.6559582607547386|met|0.6559582607547386|apr|0.6559582607547386|tbc|0.6559582607547386
kxb|soy|0.738261507676653|bba|0.7092771498018313|bus|0.6931581034768376|mkl|0.6712805412877105|luo|0.65217549286729
kxc|seh|0.7311720079609674|nya|0.7311720079609674|poy|0.688600497220213|kdl|0.6668013177645027|knf|0.65081740234751
