target_lang|closest_lang_0|tree_dist_0|closest_lang_1|tree_dist_1|closest_lang_2|tree_dist_2|closest_lang_3|tree_dist_3|closest_lang_4|tree_dist_4
tnk|tnp|0.782608695652174|tnn|0.782608695652174|apb|0.5714285714285714|bnp|0.5454545454545454|tte|0.5454545454545454
tnn|tnp|0.9166666666666666|tnk|0.782608695652174|apb|0.5454545454545454|bnp|0.5217391304347826|tte|0.5217391304347826
tnp|tnn|0.9166666666666666|tnk|0.782608695652174|apb|0.5454545454545454|bnp|0.5217391304347826|tte|0.5217391304347826
toc|tos|0.8571428571428571|cbu|0.2222222222222222|ura|0.2222222222222222|ata|0.2222222222222222|con|0.2222222222222222
toi|ndj|0.6956521739130435|poy|0.6956521739130435|zga|0.64|seh|0.64|nya|0.64
tos|toc|0.8571428571428571|cbu|0.2222222222222222|ura|0.2222222222222222|ata|0.2222222222222222|con|0.2222222222222222
tpi|tcs|0.9333333333333333|rop|0.896551724137931|eng|0.8571428571428571|srm|0.8|srn|0.7741935483870968
tpt|tee|0.75|cbu|0.3333333333333333|ura|0.3333333333333333|ata|0.3333333333333333|con|0.3333333333333333
trc|mxb|0.6666666666666666|mit|0.625|xtm|0.625|mie|0.625|mil|0.625
ttc|agu|0.7142857142857143|usp|0.6153846153846154|kek|0.6153846153846154|acr|0.5333333333333333|lac|0.46153846153846156
tte|mox|0.782608695652174|tgo|0.7272727272727273|mpx|0.7272727272727273|rro|0.6666666666666666|bnp|0.6363636363636364
tue|cbc|0.75|pir|0.6666666666666666|gvc|0.6666666666666666|tuo|0.5714285714285714|tav|0.5333333333333333
tuf|tfr|0.46153846153846156|kvn|0.42857142857142855|gym|0.42857142857142855|cuk|0.42857142857142855|sab|0.42857142857142855
tuo|tav|0.7692307692307693|bao|0.7692307692307693|pir|0.6153846153846154|gvc|0.6153846153846154|cbc|0.5714285714285714
tur|azj|0.6666666666666666|kaz|0.46153846153846156|uzn|0.4|cbu|0.2222222222222222|ura|0.2222222222222222
txq|llg|0.9090909090909091|rgu|0.75|lex|0.5714285714285714|kje|0.5714285714285714|hvn|0.47619047619047616
txu|cbu|0.25|ura|0.25|ata|0.25|con|0.25|tca|0.2222222222222222
udu|cbu|0.2857142857142857|ura|0.2857142857142857|ata|0.2857142857142857|con|0.2857142857142857|tca|0.25
ukr|rus|0.8|bel|0.8|pol|0.625|slk|0.625|slv|0.625
umb|ndj|0.6363636363636364|poy|0.6363636363636364|ken|0.6|zga|0.5833333333333334|seh|0.5833333333333334
upv|klv|0.8333333333333334|lww|0.6956521739130435|tgp|0.5833333333333334|apb|0.5714285714285714|tnk|0.5454545454545454
ura|cbu|0.5|ata|0.5|con|0.5|tca|0.4|bmr|0.4
urb|gyr|0.625|kyz|0.625|gub|0.5882352941176471|cbu|0.2|ura|0.2
urd|hin|0.9|bgc|0.8421052631578947|guj|0.7|mjl|0.5555555555555556|kfx|0.5263157894736842
urk|zlm|0.8421052631578947|ind|0.7368421052631579|zsm|0.7368421052631579|mkn|0.631578947368421|iba|0.6
urt|cbu|0.3333333333333333|ura|0.3333333333333333|ata|0.3333333333333333|con|0.3333333333333333|tca|0.2857142857142857
usp|kek|0.8333333333333334|acr|0.7142857142857143|agu|0.6153846153846154|ttc|0.6153846153846154|lac|0.5
uzn|kaz|0.42857142857142855|tur|0.4|azj|0.375|cbu|0.2|ura|0.2
vid|ngp|0.8275862068965517|ziw|0.8275862068965517|ruf|0.8148148148148148|cwe|0.7857142857142857|kdc|0.7586206896551724
vie|cbu|0.2857142857142857|ura|0.2857142857142857|ata|0.2857142857142857|con|0.2857142857142857|tca|0.25
vmy|maj|0.8235294117647058|maq|0.8235294117647058|pls|0.5263157894736842|zpl|0.4444444444444444|zpz|0.4444444444444444
wap|cbu|0.2222222222222222|ura|0.2222222222222222|ata|0.2222222222222222|con|0.2222222222222222|tca|0.2
wmw|swh|0.8571428571428571|ruf|0.7692307692307693|cwe|0.7407407407407407|vid|0.7407407407407407|zga|0.72
wol|knf|0.42857142857142855|cbu|0.25|ura|0.25|ata|0.25|con|0.25
xed|muy|0.625|meq|0.625|mqb|0.6153846153846154|hau|0.42857142857142855|daa|0.375
xng|cbu|0.3333333333333333|ura|0.3333333333333333|ata|0.3333333333333333|con|0.3333333333333333|tca|0.2857142857142857
xnr|dgo|0.9|gbk|0.8|kfs|0.8|mjl|0.7777777777777778|bhd|0.7619047619047619
xon|gng|0.9375|gux|0.875|tbz|0.6451612903225806|box|0.5925925925925926|bba|0.5
xtd|mil|0.8888888888888888|mxb|0.8235294117647058|mit|0.7777777777777778|xtm|0.7777777777777778|mie|0.7777777777777778
xtm|mie|0.8888888888888888|mpm|0.8888888888888888|mib|0.8888888888888888|mxb|0.8235294117647058|mit|0.7777777777777778
yaa|mcd|0.875|cbs|0.8|shp|0.625|kaq|0.625|cbr|0.6153846153846154
yad|cbu|0.4|ura|0.4|ata|0.4|con|0.4|tca|0.3333333333333333
yal|sus|0.8571428571428571|cbu|0.2222222222222222|ura|0.2222222222222222|ata|0.2222222222222222|con|0.2222222222222222
ycn|cbu|0.25|ura|0.25|ata|0.25|con|0.25|tca|0.2222222222222222
yka|agn|0.5|jav|0.46153846153846156|jvn|0.46153846153846156|tbl|0.46153846153846156|bps|0.42857142857142855
yor|mkl|0.7272727272727273|ibo|0.4|ikk|0.4|ken|0.38095238095238093|nin|0.36363636363636365
yre|bus|0.375|bqp|0.375|bqc|0.375|cbu|0.2|ura|0.2
yva|cbu|0.4|ura|0.4|ata|0.4|con|0.4|tca|0.3333333333333333
zaa|zpc|0.8571428571428571|zad|0.8181818181818182|zar|0.8181818181818182|zav|0.8181818181818182|zty|0.8181818181818182
zab|zai|0.8695652173913043|zac|0.8695652173913043|zaw|0.8571428571428571|zas|0.8571428571428571|zpm|0.782608695652174
zac|zai|0.9166666666666666|zab|0.8695652173913043|zaw|0.8181818181818182|zas|0.8181818181818182|zpm|0.75
zad|zav|0.9090909090909091|zpu|0.9090909090909091|zpc|0.8571428571428571|zar|0.8181818181818182|zty|0.8181818181818182
zai|zac|0.9166666666666666|zab|0.8695652173913043|zaw|0.8181818181818182|zas|0.8181818181818182|zpm|0.75
zam|zao|0.9090909090909091|zaw|0.7619047619047619|zpc|0.7619047619047619|zas|0.7619047619047619|zad|0.7272727272727273
zao|zam|0.9090909090909091|zaw|0.7619047619047619|zpc|0.7619047619047619|zas|0.7619047619047619|zad|0.7272727272727273
zar|zty|0.9090909090909091|zpc|0.8571428571428571|zad|0.8181818181818182|zav|0.8181818181818182|zaa|0.8181818181818182
zas|zaw|0.9|zab|0.8571428571428571|zpm|0.8181818181818182|zai|0.8181818181818182|zac|0.8181818181818182
zav|zad|0.9090909090909091|zpu|0.9090909090909091|zpc|0.8571428571428571|zar|0.8181818181818182|zty|0.8181818181818182
zaw|zas|0.9|zab|0.8571428571428571|zpm|0.8181818181818182|zai|0.8181818181818182|zac|0.8181818181818182
zca|zpo|0.8421052631578947|zpz|0.7777777777777778|zaw|0.7368421052631579|zpc|0.7368421052631579|zas|0.7368421052631579
zga|kam|0.75|ndj|0.7272727272727273|poy|0.7272727272727273|lug|0.72|wmw|0.72
ziw|ngp|0.9333333333333333|vid|0.8275862068965517|ruf|0.7857142857142857|cwe|0.7586206896551724|kdc|0.7333333333333333
zlm|ind|0.7777777777777778|zsm|0.7777777777777778|mkn|0.6666666666666666|iba|0.631578947368421|agn|0.42857142857142855
zos|poi|0.6|cbu|0.2857142857142857|ura|0.2857142857142857|ata|0.2857142857142857|con|0.2857142857142857
zpc|zad|0.8571428571428571|zar|0.8571428571428571|zav|0.8571428571428571|zty|0.8571428571428571|zaa|0.8571428571428571
zpl|zpz|0.6666666666666666|zca|0.6666666666666666|zaw|0.631578947368421|zpo|0.631578947368421|zpc|0.631578947368421
zpm|ztq|0.9166666666666666|zaw|0.8181818181818182|zas|0.8181818181818182|zab|0.782608695652174|zai|0.75
zpo|zca|0.8421052631578947|zpz|0.7368421052631579|zaw|0.7|zpc|0.7|zas|0.7
zpu|zad|0.9090909090909091|zav|0.9090909090909091|zpc|0.8571428571428571|zar|0.8181818181818182|zty|0.8181818181818182
zpz|zca|0.7777777777777778|zaw|0.7368421052631579|zpo|0.7368421052631579|zpc|0.7368421052631579|zas|0.7368421052631579
zsm|ind|0.8888888888888888|zlm|0.7777777777777778|mkn|0.6666666666666666|iba|0.631578947368421|agn|0.42857142857142855
ztq|zpm|0.9166666666666666|zaw|0.8181818181818182|zas|0.8181818181818182|zab|0.782608695652174|zai|0.75
zty|zar|0.9090909090909091|zpc|0.8571428571428571|zad|0.8181818181818182|zav|0.8181818181818182|zaa|0.8181818181818182
zyp|cek|0.5333333333333333|hlt|0.5|cbu|0.2|ura|0.2|ata|0.2
